Event Name,Raw Date,Start Date,End Date,Venue,Country,Discipline,Competition Group,Result Link
XXXVI Gran Premio Cantones de A Coruna de Marcha,03 JUN 2023,2023-06-03,2023-06-03,La Coruña (ESP),ESP,Race Walking,World Athletics Race Walking Tour,https://worldathletics.org/competition/calendar-results/results/7188716
European Race Walking Team Championships,21 MAY 2023,2023-05-21,2023-05-21,Poděbrady (CZE),CZE,Race Walking,World Athletics Race Walking Tour,https://worldathletics.org/competition/calendar-results/results/7147645
Grande Prémio Internacional de Rio Maior em Marcha Atlética,06 MAY 2023,2023-05-06,2023-05-06,Rio Maior (POR),POR,Race Walking,World Athletics Race Walking Tour,https://worldathletics.org/competition/calendar-results/results/7189394
II Gran Premio Internacional Finetwork Madrid Marcha,30 APR 2023,2023-04-30,2023-04-30,Madrid (ESP),ESP,Race Walking,World Athletics Race Walking Tour,https://worldathletics.org/competition/calendar-results/results/7191108
The Penn Relays Carnival Race Walk,29 APR 2023,2023-04-29,2023-04-29,"Franklin Field, Philadelphia, PA (USA)",USA,Race Walking,World Athletics Race Walking Tour,https://worldathletics.org/competition/calendar-results/results/7199903
2nd Korzeniowski Warsaw Race Walking Cup,23 APR 2023,2023-04-23,2023-04-23,Warszawa (POL),POL,Race Walking,World Athletics Race Walking Tour,https://worldathletics.org/competition/calendar-results/results/7190240
Olomoucká dvacíka The Czech republic Championship,15 APR 2023,2023-04-15,2023-04-15,Olomouc (CZE),CZE,Race Walking,World Athletics Race Walking Tour,https://worldathletics.org/competition/calendar-results/results/7191095
20k Race Walks at 63° Mt.SAC Relays,14 APR 2023,2023-04-14,2023-04-14,"Hilmer Lodge Stadium, Walnut, CA (USA)",USA,Race Walking,World Athletics Race Walking Tour,https://worldathletics.org/competition/calendar-results/results/7199902
Chinese Race Walking Grand Prix,08-09 APR 2023,2023-04-08,2023-04-09,Taicang (CHN),CHN,Race Walking,World Athletics Race Walking Tour,https://worldathletics.org/competition/calendar-results/results/7197668
43rd Dudinska 50,25 MAR 2023,2023-03-25,2023-03-25,Dudince (SVK),SVK,Race Walking,"World Athletics Race Walking Tour, National Senior Outdoor Race Walking Championships",https://worldathletics.org/competition/calendar-results/results/7190206
Turkish Open Race Walking Championships,12 MAR 2023,2023-03-12,2023-03-12,"Konyaaltı Boulvared, Antalya (TUR)",TUR,Race Walking,"World Athletics Race Walking Tour, National Senior Outdoor Race Walking Championships",https://worldathletics.org/competition/calendar-results/results/7195129
Ecuadorian Race Walking Championships,25 FEB 2023,2023-02-25,2023-02-25,Machala (ECU),ECU,Race Walking,"World Athletics Race Walking Tour, National Senior Outdoor Race Walking Championships",https://worldathletics.org/competition/calendar-results/results/7194295
Australian Open 20km Race Walking Championships,12 FEB 2023,2023-02-12,2023-02-12,"Fawkner Park, Melbourne (AUS)",AUS,Race Walking,"World Athletics Race Walking Tour, National Senior Outdoor Race Walking Championships",https://worldathletics.org/competition/calendar-results/results/7197018
Supernova#2,02 FEB 2023,2023-02-02,2023-02-02,"AIS Athletics Track, Canberra (AUS)",AUS,Race Walking,World Athletics Race Walking Tour,https://worldathletics.org/competition/calendar-results/results/7190308
USA 35km Race Walking Championships,15 JAN 2023,2023-01-15,2023-01-15,"Santee, CA (USA)",USA,Race Walking,"World Athletics Race Walking Tour, National Senior Outdoor Race Walking Championships",https://worldathletics.org/competition/calendar-results/results/7191162
Supernova#1,06 JAN 2023,2023-01-06,2023-01-06,"AIS Athletics Track, Canberra (AUS)",AUS,Race Walking,World Athletics Race Walking Tour,https://worldathletics.org/competition/calendar-results/results/7190307
71st New Year Race Walk,01 JAN 2023,2023-01-01,2023-01-01,Tokyo (JPN),JPN,Race Walking,World Athletics Race Walking Tour,https://worldathletics.org/competition/calendar-results/results/7192699
Irish Open 20km & 35km Race Walking Championships,18 DEC 2022,2022-12-18,2022-12-18,Dublin (IRL),IRL,Race Walking,"World Athletics Race Walking Tour, National Senior Outdoor Race Walking Championships",https://worldathletics.org/competition/calendar-results/results/7190340
Lusatian International Race-Walking Meeting,29 OCT 2022,2022-10-29,2022-10-29,Zittau (GER),GER,Race Walking,World Athletics Race Walking Tour,https://worldathletics.org/competition/calendar-results/results/7190784
63ème Challenge Facoetti-Dahm,25 SEP 2022,2022-09-25,2022-09-25,Montreuil (FRA),FRA,Race Walking,World Athletics Race Walking Tour,https://worldathletics.org/competition/calendar-results/results/7174266
Vancouver Sun Harry Jerome International Track Classic,13-14 JUN 2022,2022-06-13,2022-06-14,"Swangard Stadium, Burnaby (CAN)",CAN,"Race Walking, Track and Field","World Athletics Race Walking Tour, World Athletics Continental Tour",https://worldathletics.org/competition/calendar-results/results/7174925
Zahoracka Dvadsiatka,04 JUN 2022,2022-06-04,2022-06-04,Borsky Mikulás (SVK),SVK,Race Walking,"World Athletics Race Walking Tour, National Senior Outdoor Race Walking Championships",https://worldathletics.org/competition/calendar-results/results/7174643
XXXV Gran Premio Cantones de A Coruna de Marcha,28 MAY 2022,2022-05-28,2022-05-28,La Coruña (ESP),ESP,Race Walking,World Athletics Race Walking Tour,https://worldathletics.org/competition/calendar-results/results/7174340
I Gran Premio Internacional Madrid Marcha LaLiga,16 MAY 2022,2022-05-16,2022-05-16,Madrid (ESP),ESP,Race Walking,World Athletics Race Walking Tour,https://worldathletics.org/competition/calendar-results/results/7178326
Oceania Open 35km Race Walking Championships,15 MAY 2022,2022-05-15,2022-05-15,Melbourne (AUS),AUS,Race Walking,"World Athletics Race Walking Tour, National Senior Outdoor Race Walking Championships, Area Senior Race Walking Championships",https://worldathletics.org/competition/calendar-results/results/7177626
Polish 35km Race Walking Championships,14 MAY 2022,2022-05-14,2022-05-14,Opole (POL),POL,Race Walking,World Athletics Race Walking Tour,https://worldathletics.org/competition/calendar-results/results/7182775
Grande Prémio Internacional de Rio Maior em Marcha Atlética,07 MAY 2022,2022-05-07,2022-05-07,Rio Maior (POR),POR,Race Walking,World Athletics Race Walking Tour,https://worldathletics.org/competition/calendar-results/results/7174550
USATF Race Walking Championships,24 APR 2022,2022-04-24,2022-04-24,"Hauppauge, NY (USA)",USA,Race Walking,"World Athletics Race Walking Tour, National Senior Outdoor Race Walking Championships",https://worldathletics.org/competition/calendar-results/results/7181418
Polish Race Walking Championships,23 APR 2022,2022-04-23,2022-04-23,Sulejówek (POL),POL,Race Walking,"World Athletics Race Walking Tour, National Senior Outdoor Race Walking Championships",https://worldathletics.org/competition/calendar-results/results/7177287
Dudinska 50,23 APR 2022,2022-04-23,2022-04-23,Dudince (SVK),SVK,Race Walking,"World Athletics Race Walking Tour, National Senior Outdoor Race Walking Championships",https://worldathletics.org/competition/calendar-results/results/7174263
Olomoucká Dvacítka,15 APR 2022,2022-04-15,2022-04-15,Olomouc (CZE),CZE,Race Walking,World Athletics Race Walking Tour,https://worldathletics.org/competition/calendar-results/results/7176208
Poděbrady Walking,02 APR 2022,2022-04-02,2022-04-02,Poděbrady (CZE),CZE,Race Walking,"World Athletics Race Walking Tour, National Senior Outdoor Race Walking Championships",https://worldathletics.org/competition/calendar-results/results/7174264
"Australian Open 10,000m Race Walking Championships",30 MAR 2022,2022-03-30,2022-03-30,"SOPAC, Sydney (AUS)",AUS,Race Walking,"World Athletics Race Walking Tour, National Senior Outdoor Race Walking Championships",https://worldathletics.org/competition/calendar-results/results/7177667
46th All Japan Race Walking,20 MAR 2022,2022-03-20,2022-03-20,Nomi (JPN),JPN,Race Walking,World Athletics Race Walking Tour,https://worldathletics.org/competition/calendar-results/results/7175710
Oceania Open 20km Race Walking Championships,13 FEB 2022,2022-02-13,2022-02-13,Adelaide (AUS),AUS,Race Walking,"World Athletics Race Walking Tour, Area Senior Race Walking Championships",https://worldathletics.org/competition/calendar-results/results/7174918
Spanish Open 20km Race Walking Championships,13 FEB 2022,2022-02-13,2022-02-13,Pamplona (ESP),ESP,Race Walking,World Athletics Race Walking Tour,https://worldathletics.org/competition/calendar-results/results/7177405
5° Circuito Nacional de Caminata Coatzacoalcos,30 JAN 2022,2022-01-30,2022-01-30,Coatzacoalcos (MEX),MEX,Race Walking,World Athletics Race Walking Tour,https://worldathletics.org/competition/calendar-results/results/7177587
Spanish Open 35km Race Walking Championships,30 JAN 2022,2022-01-30,2022-01-30,Lepe (ESP),ESP,Race Walking,World Athletics Race Walking Tour,https://worldathletics.org/competition/calendar-results/results/7177404
Turkish Open 20km & 35km Race Walking Championships,22 JAN 2022,2022-01-22,2022-01-22,Antalya (TUR),TUR,Race Walking,"World Athletics Race Walking Tour, National Senior Outdoor Race Walking Championships",https://worldathletics.org/competition/calendar-results/results/7176207
USA Open 35km Race Walking Championships,16 JAN 2022,2022-01-16,2022-01-16,"Santee, CA (USA)",USA,Race Walking,"World Athletics Race Walking Tour, National Senior Outdoor Race Walking Championships",https://worldathletics.org/competition/calendar-results/results/7176206
Camponeato Nacional Interclubes de Marcha Atletica,08 JAN 2022,2022-01-08,2022-01-08,Machala (ECU),ECU,Race Walking,World Athletics Race Walking Tour,https://worldathletics.org/competition/calendar-results/results/7177446
Irish Open 35km Race Walking Championships,19 DEC 2021,2021-12-19,2021-12-19,Dublin (IRL),IRL,Race Walking,"World Athletics Race Walking Tour, National Senior Outdoor Race Walking Championships",https://worldathletics.org/competition/calendar-results/results/7175140
Gran Premio Cantones de La Coruña - Trofeo Sergio Vázquez,05 JUN 2021,2021-06-05,2021-06-05,La Coruña (ESP),ESP,Race Walking,World Athletics Race Walking Tour,https://worldathletics.org/competition/calendar-results/results/7159359
